1.000000000000000000e+00,1.456000000000000050e+01,4.691849010879720616e+00,4.766734279918863892e-01,2.785130361222578066e-01,1.255786894332230215e-05,2.198633159060132125e-01,1.150520415571849864e-01
1.000000000000000000e+00,1.450999999999999979e+01,4.943411174256676865e+00,4.524524524524524693e-01,2.974236422558959037e-01,1.277660323787397408e-05,2.241714603391256055e-01,1.107208188537200377e-01
1.000000000000000000e+00,1.428999999999999915e+01,5.704250238371065151e+00,4.522357723577235533e-01,3.355641965339266619e-01,1.327018258097799561e-05,2.154076468849796255e-01,1.015428727862870834e-01
1.000000000000000000e+00,1.475999999999999979e+01,4.795061338327874623e+00,4.288480154888673623e-01,2.917062711828651289e-01,1.436594033823320550e-05,2.254355185002636097e-01,1.164887936520957734e-01
1.000000000000000000e+00,1.435999999999999943e+01,4.916929511346125103e+00,4.417670682730923670e-01,3.137280461814648813e-01,1.393373777069948796e-05,2.214141141162990489e-01,1.125270568141481797e-01
1.000000000000000000e+00,1.388000000000000078e+01,5.576969637327067630e+00,4.383419689119171236e-01,3.344912794549959045e-01,1.502620697100482491e-05,2.211700503919806493e-01,1.132271703526130380e-01
1.000000000000000000e+00,1.388000000000000078e+01,4.540558636055429531e+00,4.309278350515464151e-01,3.015073060722837095e-01,1.476033713420883955e-05,2.295744060664406949e-01,1.144066030405392342e-01
2.000000000000000000e+00,2.270000000000000018e+00,3.490295816115972283e+00,1.008849557522123908e+00,2.853083909525879758e-01,2.616818993587058580e-07,5.004550349644862894e-01,5.307922799913329381e-01
2.000000000000000000e+00,1.629999999999999893e+00,3.110561908308334456e+00,1.587301587301587213e+00,3.120250255906812376e-01,5.655757691223425974e-07,2.679912203963600859e-01,2.446202128093310224e-01
2.000000000000000000e+00,2.049999999999999822e+00,3.661014448767416773e+00,9.523809523809523281e-01,2.676231318457026331e-01,3.291836221029033825e-07,5.227980969458376759e-01,5.424258570464512985e-01
2.000000000000000000e+00,1.729999999999999982e+00,3.366649182078115476e+00,1.369863013698630061e+00,3.555487841230224877e-01,4.755747318309059417e-07,2.753278683297878948e-01,2.673935776970879363e-01
2.000000000000000000e+00,1.879999999999999893e+00,4.066583697174380063e+00,1.136363636363636465e+00,2.949553707673226999e-01,3.825911987197313513e-07,4.848940372820840228e-01,5.029383035603336438e-01
2.000000000000000000e+00,1.959999999999999964e+00,4.246980645822059586e+00,1.041666666666666741e+00,3.248666367245513498e-01,3.732455393243553864e-07,4.891096242351271606e-01,4.964887666029945690e-01
3.000000000000000000e+00,9.460000000000000853e+00,2.157104865295288221e+00,6.338514680483592345e-01,6.601341962181421774e-01,2.818567049035380574e-07,2.018374626426714114e-01,9.375947366080729373e-02
3.000000000000000000e+00,1.027999999999999936e+01,3.552657285233252082e+00,1.077586206896551657e-01,3.904143240492393141e-01,3.930756550693117379e-07,2.077024273960549339e-01,9.951015809137232770e-02
3.000000000000000000e+00,9.910000000000000142e+00,3.868158049857424174e+00,1.122334455667789027e-01,2.080910650657505634e-01,5.163376989435502248e-07,1.956496312476566912e-01,9.067818432756098723e-02
3.000000000000000000e+00,1.055000000000000071e+01,2.772035366713387017e+00,1.247334754797441297e-01,3.425165407895850445e-01,1.653021685497135905e-07,3.023018332491049232e-01,1.694741299412507174e-01
3.000000000000000000e+00,1.075000000000000000e+01,3.996714446089400852e+00,1.025641025641025605e-01,3.792938915482600981e-01,3.963940072461851445e-07,2.075592069448948529e-01,9.905736809473936200e-02
4.000000000000000000e+00,3.679999999999999716e+01,2.678204751205056855e+00,2.336573918873617040e-01,2.742896895192911688e-02,4.395371188984812834e-08,2.841918908239496888e-01,1.012088927011315087e-01
4.000000000000000000e+00,2.951000000000000156e+01,3.849959810595198650e+00,3.507541213609259578e-02,1.231935680391169942e-02,1.363904762599762477e-07,2.300943593820514166e-01,8.291353503620620125e-02
4.000000000000000000e+00,3.153999999999999915e+01,2.362570316379598356e+00,7.433155080213904142e+00,6.926336597154122976e-02,7.404105409867172009e-08,2.081268259075476634e-01,8.264703079547128239e-02
