event_time;waveform_rms;waveform_peak_to_peak;waveform_abs_energy;waveform_max_abs;waveform_mean_abs;waveform_skewness;waveform_kurtosis;waveform_std;zero_crossing_rate;spectral_centroid;dominant_freq;spectral_spread;spectral_rolloff;spectral_flatness;spec_band_1_5_ratio;spec_band_5_10_ratio;spec_band_10_15_ratio;spec_band_15_20_ratio;duration_5_percent;duration_2_percent;envelope_rise_time;peak_position_normalized;envelope_skewness;envelope_kurtosis;slowness_min_during_signal;slowness_mean_during_signal;slowness_std_during_signal;slowness_change_during_signal;back_azimuth_at_min_slowness;incidence_angle_at_min_slowness;class_name
2024-03-19T14:48:52.200000Z;32.67738581;538.6162224;117015.4147;312.9247544;19.49931922;-0.846084827;23.19520022;32.67738581;22.49625062;14.87862277;3.999333444;8.094924466;20.99650058;2.16E-05;0.101210539;0.096602568;0.39567688;0.308830826;5.758;5.842;3.51;0.614564239;4.806476383;28.6643559;0.190394328;0.527859091;0.135466424;0.46582591;156.8014095;81.89038554;short_signal
2024-03-19T14:53:21.400000Z;26.25083194;159.3953345;121962.8654;83.62261027;20.32375694;-0.231882714;0.27658174;26.25083194;17.33044493;10.91850431;3.832694551;8.08522551;18.49691718;1.88E-05;0.533812069;0.274103539;0.103844666;0.077446519;5.761;5.88;1.876;0.42476254;0.517748517;0.113286463;0.167705098;0.332899047;0.066264723;0.325371975;153.4349488;81.89038554;noise
2024-03-19T15:00:17.400000Z;23.03666233;138.6097478;105959.654;78.26248757;17.65699951;0.214305916;0.348465283;23.03666233;20.16330612;11.49560823;3.999333444;8.772478063;18.83019497;2.41E-05;0.661639415;0.134492587;0.118471521;0.072429298;5.839;5.917;2.46;0.432094651;0.479335979;-0.280404823;0.182002747;0.361163534;0.120831726;0.324208671;195.9453959;81.89038554;noise
2024-03-19T15:01:41.800000Z;29.0540712;367.5367344;100964.6858;202.593074;16.82464353;-0.619106677;13.6719086;29.0540712;25.49575071;13.36251085;14.99750042;8.42694204;18.16363939;1.82E-05;0.102765551;0.14703613;0.567379311;0.163095244;5.692;5.842;2.531;0.458423596;3.640354956;14.23491062;0.152069063;0.412223468;0.113592594;0.406947931;170.5376778;65.8411627;short_signal
2024-03-19T15:01:46.400000Z;53.47793682;736.891382;162282.2349;370.6436422;27.04253206;0.311396822;17.29683382;53.47793682;25.16247292;12.42300737;8.831861356;7.998825414;19.66338944;1.52E-05;0.035380277;0.578151563;0.340851381;0.020143224;5.445;5.769;2.676;0.514414264;3.478422115;13.06224177;0.25;0.502792725;0.084534375;0.375;323.1301024;81.89038554;short_signal
2024-03-19T15:02:32.600000Z;308.7495115;4525.333941;919939.6935;2453.691593;153.2977326;-0.459056145;19.75746301;308.7495115;19.33011165;10.78266406;9.331778037;5.571180584;13.99766706;2.87E-06;0.018821528;0.687488572;0.278790985;0.012835736;4.648;5.158;1.876;0.498083653;3.600618485;15.58305911;0.336340601;0.594558078;0.080434016;0.37076618;228.0127875;71.36171676;short_signal
2024-03-19T15:03:32.200000Z;20.83332549;117.952803;99397.87385;62.62971419;16.56355172;0.006469862;-0.214035531;20.83332549;18.66355607;11.8983917;3.999333444;9.414306413;19.66338944;2.83E-05;0.646349163;0.146209508;0.110431051;0.073782593;5.89;5.934;1.462;0.456590568;0.32903876;-0.234205245;0.180277564;0.382153507;0.130884727;0.390358047;213.6900675;81.89038554;noise
2024-03-19T15:04:27.800000Z;34.92081626;583.2805203;134830.8763;313.6061017;22.46806804;-0.308535599;20.35745308;34.92081626;18.66355607;11.41026037;3.999333444;8.440404748;19.16347275;1.98E-05;0.663552148;0.094867788;0.122351053;0.102823021;5.622;5.827;4.816;0.855190802;5.486005604;37.77434508;0.348209707;0.475046388;0.079303936;0.262118074;158.962489;72.35080891;noise
2024-03-19T15:07:21.600000Z;1186.473747;4761.800091;6179211.147;2390.169748;1029.696908;-0.024385006;-1.208515941;1186.473747;40.99316781;23.31642064;20.6632228;11.45662353;22.49625062;6.97E-05;2.94E-05;6.45E-05;0.000146669;0.008198403;5.904;5.944;2.894;0.661889685;-1.267515562;2.414652099;0.090138782;0.356119488;0.154583597;0.616967999;213.6900675;32.74034176;helicopter
2024-03-19T15:07:24.600000Z;1153.59794;4761.520096;5976634.244;2390.69991;995.9397174;0.06565134;-1.156703612;1153.59794;39.66005666;22.88659587;19.99666722;11.73683549;22.32961173;7.61E-05;5.78E-05;0.000101077;0.000157194;0.618127565;5.895;5.949;0.196;0.161973004;-1.114741942;2.037023785;0.275;0.380588943;0.090967291;0.368206487;180;81.89038554;helicopter
